"EVSE ID","Org Name","Org ID","Station Name","Model Number","Hardware S/N","MAC Address","Extended Warranty S/N","Warranty Description","Token S/N","Cloud Plan","Activation Date (Pacific Time)","Expiration Date (Pacific Time)",Address,"Additional Services S/N","Additional Services Description","Customer Name","Customer ID"
5485451,"Stanford University",11920001,"STANFORD / CAM 6 LL1",CT4010-HD-GW,195241034416,0024:B100:0003:C68A,XSJ1579767479250,CT4000-ASSURE5,TKN1579767479245,Commercial,"2021-03-22 10:30:10",2026-03-22,"453 Quarry Rd, Palo Alto, California 94304, United States",,,,
5498991,"Stanford University",11920001,"STANFORD / CD STATION 1",CT4020-HD,184741030683,0024:B100:0003:2AB5,RXSJ1670007565064,CT4000-ASSURE-REN,"REN1691788144970, REN1691788145026",Commercial,"2020-11-25 16:52:25",2023-12-31,"742 Campus Drive, Stanford, California 94305, United States",,,,
5499161,"Stanford University",11920001,"STANFORD / CD STATION 2",CT4020-HD-GW,210241001954,0024:B100:0004:A22C,RXSJ1670007565018,CT4000-ASSURE-REN,"REN1691788145006, REN1691788145050",Commercial,"2020-11-25 16:50:44",2023-12-31,"742 Campus Drive, Stanford, California 94305, United States",,,,
5499251,"Stanford University",11920001,"STANFORD / CD STATION 3",CT4020-HD,184741030692,0024:B100:0003:2AB1,RXSJ1670007565068,CT4000-ASSURE-REN,"REN1691788144935, REN1691788144953",Commercial,"2020-11-25 17:07:07",2023-12-31,"742 Campus Drive, Stanford, California 94305, United States",,,,
5499291,"Stanford University",11920001,"STANFORD / CD STATION 4",CT4010-HD-GW,192741015842,0024:B100:0004:2ED8,RXSJ1670007565059,CT4000-ASSURE-REN,REN1691788144958,Commercial,"2020-11-25 17:06:57",2023-12-31,"742 Campus Drive, Stanford, California 94305, United States",,,,
5499441,"Stanford University",11920001,"STANFORD / CD STATION 6",CT4020-HD,184741030714,0024:B100:0003:2ADF,RXSJ1670007565048,CT4000-ASSURE-REN,"REN1691788145009, REN1691788145044",Commercial,"2020-12-22 17:53:21",2023-12-31,"742 Campus Drive, Manzanita Garage, Stanford, California 94305, United States",,,,
13124701,"Stanford University",11920001,"STANFORD / STATION 7",CT4020-HD-GW,220241003288,0024:B100:0006:C802,XSJ1655230078553,CT4000-ASSURE5,"TKN1655230078530, TKN1655230078531",Commercial,"2023-02-02 10:49:00",2027-09-11,"495 El Camino Real, Menlo Park, California 94025, United States",,,,
13124711,"Stanford University",11920001,"STANFORD / STATION 1",CT4010-HD-GW,213841045402,0024:B100:0006:4538,XSJ1655230078560,CT4000-ASSURE5,TKN1655230078515,Commercial,"2023-01-19 08:10:23",2027-09-11,"400 El Camino Real, Menlo Park, California 94025, United States",,,,
13124721,"Stanford University",11920001,"STANFORD / STATION 2",CT4020-HD-GW,220241003310,0024:B100:0006:C0E2,XSJ1655230078546,CT4000-ASSURE5,"TKN1655230078516, TKN1655230078517",Commercial,"2023-01-19 08:20:56",2027-09-11,"400 El Camino Real, Menlo Park, California 94025, United States",,,,
13124731,"Stanford University",11920001,"STANFORD / STATION 4",CT4020-HD-GW,220241003284,0024:B100:0006:C80F,XSJ1655230078548,CT4000-ASSURE5,"TKN1655230078520, TKN1655230078521",Commercial,"2023-01-19 08:31:07",2027-09-11,"495 El Camino Real, Menlo Park, California 94025, United States",,,,
13124741,"Stanford University",11920001,"STANFORD / STATION 9",CT4020-HD-GW,220241003311,0024:B100:0006:C0E1,XSJ1655230078552,CT4000-ASSURE5,"TKN1655230078527, TKN1655230078528",Commercial,"2023-01-19 08:43:35",2027-09-11,"400 El Camino Real, Menlo Park, California 94025, United States",,,,
13124761,"Stanford University",11920001,"STANFORD / STATION 3",CT4020-HD-GW,220241003312,0024:B100:0006:C80C,XSJ1655230078547,CT4000-ASSURE5,"TKN1655230078518, TKN1655230078519",Commercial,"2023-01-19 08:26:50",2027-09-11,"495 El Camino Real, Menlo Park, California 94025, United States",,,,
13124771,"Stanford University",11920001,"STANFORD / STATION 5",CT4020-HD-GW,220141000714,0024:B100:0006:BD20,XSJ1655230078549,CT4000-ASSURE5,"TKN1655230078522, TKN1655230078523",Commercial,"2023-01-19 08:33:44",2027-09-11,"400 El Camino Real, Menlo Park, California 94025, United States",,,,
13124781,"Stanford University",11920001,"STANFORD / STATION 8",CT4020-HD-GW,220141000705,0024:B100:0006:BD1D,XSJ1655230078551,CT4000-ASSURE5,"TKN1655230078526, TKN1655230078529",Commercial,"2023-01-19 08:41:24",2027-09-11,"400 El Camino Real, Menlo Park, California 94025, United States",,,,
13124811,"Stanford University",11920001,"STANFORD / STATION 6",CT4020-HD-GW,220141000697,0024:B100:0006:BD13,XSJ1655230078550,CT4000-ASSURE5,"TKN1655230078524, TKN1655230078525",Commercial,"2023-01-19 08:37:34",2027-09-11,"400 El Camino Real, Menlo Park, California 94025, United States",,,,
13125171,"Stanford University",11920001,"STANFORD / STATION 11",CT4020-HD2-GW-LTE,231641072278,0024:B100:000C:083C,XSJ1655230078555,CT4000-ASSURE5,"TKN1655230078534, TKN1655230078535",Commercial,"2023-05-11 14:04:13",2027-09-11,"400 El Camino Real, Menlo Park, California 94025, United States",,,,
13125341,"Stanford University",11920001,"STANFORD / STATION 10",CT4020-HD-GW,220241003273,0024:B100:0006:C7DC,XSJ1655230078554,CT4000-ASSURE5,"TKN1655230078532, TKN1655230078533",Commercial,"2023-03-06 12:38:27",2027-09-11,"495 El Camino Real, Menlo Park, California 94025, United States",,,,
