"Model Number","Station Name","Org Name","MAC Address","System S/N","Address 1","Address 2","Floor Label",City,State,"Zip/Postal Code",County,"Country ","Activation Status","Network Status","Station Status","Port 1 Status","Port 2 Status","No. of Ports","Pricing Policy Name",Reservations,"Station Message",Enabled,"Station Activation Type","Usable By","Visibility (Access Policy Name)","EVSE ID","Radio Group Name","Software Version","Customer Category","Customer Subcategory","Circuit Sharing","Currency Name","Power Select / AC Breaker Rating","Scheduled Charging Policy Name",Warranty,"Station Activation Date","Warranty Expiration Date","Warranty Service","Plug Type","Device Access Restriction","Waitlist Policy Name","Asset Tag ID","Meter ID","Service Delivery Point ID","Point of Service ID","Account ID","Circuit ID","Panel ID","Customer Name","Customer ID","Site ID","Site mode","Site Validation Status",Paired,Latitude,Longitude
CT4020-HD-GW,"STANFORD / CD GATEWAY #1","Stanford University",0024:B100:0004:C4B2,211141011323,"742 Campus Drive",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,"In Use",Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",5456051,"Campus Dr RG1",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2020-11-25 14:57:07",2023-12-31,"Parts & Labor",J1772,NONE,,,,,,,,,,,,,Validated,No,37.425595491949620,-122.159628858860780
CT4010-HD-GW,"STANFORD / CAM 6 LL1","Stanford University",0024:B100:0003:C68A,195241034416,"453 Quarry Rd",,1,"Palo Alto",California,94304,"Santa Clara County","United States",Activated,Reachable,Available,Available,,1,"$2 per hr enforcement hours $1 per hr otherwise (e",Disabled,,Yes,Public,"All Drivers","All Drivers",5485451,"Quarry Rd RG 6",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",30A,,"ChargePoint Assure","2021-03-22 10:30:10",2026-03-22,"Parts & Labor",J1772,NONE,,,,,,,,,,,,,Validated,No,37.437589932779540,-122.171401591087390
CT4010-HD-GW,"STANFORD / CAM 5 LL1","Stanford University",0024:B100:0003:C689,195241034419,"453 Quarry Rd",,,"Palo Alto",California,94304,"Santa Clara County","United States",Activated,Reachable,Available,Available,,1,"$2 per hr enforcement hours $1 per hr otherwise (e",Disabled,,Yes,Public,"All Drivers","All Drivers",5474401,"Quarry Rd RG 5",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",,,"ChargePoint Assure","2021-03-16 14:00:45",2026-03-16,"Parts & Labor",J1772,NONE,,,,,,,,,,,,,Validated,No,37.439945375225890,-122.171328158335880
CT4020-HD-GW,"STANFORD / CAM 4 LL1","Stanford University",0024:B100:0003:BF91,195041032475,"453 Quarry Rd",,,Stanford,California,94304,"Santa Clara County","United States",Activated,Reachable,Available,Available,"In Use",2,"$2 per hr enforcement hours $1 per hr otherwise (e",Disabled,,Yes,Public,"All Drivers","All Drivers",5474381,"Quarry Rd RG 4",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2021-03-16 13:53:28",2026-03-16,"Parts & Labor",J1772,NONE,,,,,,,,,,,,,Validated,No,37.437244799999990,-122.171678100000000
CT4020-HD-GW,"STANFORD / CAM 3 LL1","Stanford University",0024:B100:0003:BF3D,195041032407,"453 Quarry Rd",,,"Palo Alto",California,94304,"Santa Clara County","United States",Activated,Reachable,Available,"In Use",Available,2,"$2 per hr enforcement hours $1 per hr otherwise (e",Disabled,,Yes,Public,"All Drivers","All Drivers",5475761,"Quarry Rd RG 3",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2021-03-22 11:53:21",2026-03-22,"Parts & Labor",J1772,NONE,,,,,,,,,,,,,Validated,No,37.440088061623740,-122.171151132540900
CT4020-HD-GW,"STANFORD / CAM 2 LL1","Stanford University",0024:B100:0004:0E93,170141000309,"453 Quarry Rd",,,"Palo Alto",California,94304,"Santa Clara County","United States",Activated,Reachable,Available,Available,Available,2,"$2 per hr enforcement hours $1 per hr otherwise (e",Disabled,,Yes,Public,"All Drivers","All Drivers",5480591,"Quarry Rd RG 2",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",30A,,"ChargePoint Assure","2021-10-12 12:55:13",2026-10-12,"Parts & Labor",J1772,NONE,,,,,,,,,,,,,Validated,No,37.440014588811070,-122.171183319049080
CT4020-HD-GW,"STANFORD / CAM 1 LL1","Stanford University",0024:B100:0003:BF3B,195041032410,"453 Quarry Rd",,,"Palo Alto",California,94304,"Santa Clara County","United States",Activated,Reachable,Available,"In Use",Available,2,"$2 per hr enforcement hours $1 per hr otherwise (e",Disabled,,Yes,Public,"All Drivers","All Drivers",5474391,"Quarry Rd RG 1",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",,,"ChargePoint Assure","2021-03-16 12:59:29",2026-03-16,"Parts & Labor",J1772,NONE,,,,,,,,,,,,,Validated,No,37.439960282772720,-122.171226234393320
CT4020-HD,"SRWC / RWC L5 5","Stanford University",0024:B100:0002:8DD9,173441009978,"425 Broadway",,L5,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",239571,"RWC L5",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 06:51:13",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483830085831535,-122.203920496958920
CT4020-HD,"SRWC / RWC L5 4","Stanford University",0024:B100:0002:8E32,173441009986,"425 Broadway",,L5,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",239611,"RWC L5",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 06:55:18",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483802416623680,-122.203925861376940
CT4010-HD-GW,"SRWC / RWC L5 3","Stanford University",0024:B100:0002:A917,175241017410,"425 Broadway",,L5,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,,1,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",428361,"RWC L5",4.5.0.40,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 05:56:15",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483779004209030,-122.203950001258080
CT4010-HD,"SRWC / RWC L5 2","Stanford University",0024:B100:0003:1F95,184541028755,"2850 Bay Rd",,L5,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,,1,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",738381,"RWC L5",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 06:53:15",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483708766921104,-122.203984869975270
CT4020-HD,"SRWC / RWC L5 1","Stanford University",0024:B100:0002:9194,173641010743,"2850 Bay Rd",,L5,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",254601,"RWC L5",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 06:49:16",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483685354477096,-122.204017056483450
CT4020-HD,"SRWC / RWC L4 4","Stanford University",0024:B100:0002:8E49,173441009989,"425 Broadway",,L4,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",239441,"RWC L4",4.6.0.39,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 06:35:19",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483858819228850,-122.203903062600320
CT4020-HD-GW,"SRWC / RWC L4 3","Stanford University",0024:B100:0002:8FD1,173541010301,"425 Broadway",,L4,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",247101,"RWC L4",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 05:44:19",2020-03-15,,J1772,NONE,,,,,,,,,"The Board of Trustees of The Leland Stanford Junior University",0014000000kfOC5,,,Validated,No,37.483759848591596,-122.203968776721180
CT4020-HD,"SRWC / RWC L4 2","Stanford University",0024:B100:0002:8E36,173441009990,"425 Broadway",,L4,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",239411,"RWC L4",4.6.0.39,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 06:39:16",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483740692969270,-122.203976823348230
CT4020-HD,"SRWC / RWC L4 1","Stanford University",0024:B100:0002:8E37,173441010008,"2850 Bay Rd",,L4,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",239671,"RWC L4",4.6.0.39,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 06:37:20",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483682161870526,-122.204009009856400
CT4020-HD,"SRWC / RWC L3 4","Stanford University",0024:B100:0002:8E28,173441009974,"425 Broadway",,,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",239621,"RWC L3",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 06:45:14",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483829287681440,-122.203933572727860
CT4020-HD-GW,"SRWC / RWC L3 3","Stanford University",0024:B100:0002:8E02,173541010298,"2858 Bay Rd",,L3,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,"Needs Service","Needs Service","Needs Service",2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",246721,"RWC L3",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 05:38:11",2020-03-15,,J1772,NONE,,,,,,,,,"The Board of Trustees of The Leland Stanford Junior University",0014000000kfOC5,,,Validated,No,37.483651300000000,-122.203754199999990
CT4020-HD,"SRWC / RWC L3 2","Stanford University",0024:B100:0002:91C3,173641010752,"2850 Bay Rd",,L3,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",254841,"RWC L3",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 06:47:15",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483727922551600,-122.203991575497810
CT4020-HD,"SRWC / RWC L3 1","Stanford University",0024:B100:0002:918F,173641010749,"2850 Bay Rd",,L3,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",254621,"RWC L3",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 06:43:15",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483678969263806,-122.204025103110500
CT4020-HD,"SRWC / RWC L2 4","Stanford University",0024:B100:0002:8E2F,173441009983,"425 Broadway",,L2,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",239541,"RWC L2",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 06:39:14",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483825829030984,-122.203916473645390
CT4020-HD,"SRWC / RWC L2 3","Stanford University",0024:B100:0002:8E27,173441009973,"425 Broadway",,L2,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",239631,"RWC L2",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 06:35:18",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483760912792700,-122.203964753407660
CT4020-HD-GW,"SRWC / RWC L2 2","Stanford University",0024:B100:0002:8FCA,173541010306,"425 Broadway",,L2,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,"In Use",Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",246861,"RWC L2",4.6.0.39,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 05:36:14",2020-03-15,,J1772,NONE,,,,,,,,,"The Board of Trustees of The Leland Stanford Junior University",0014000000kfOC5,,,Validated,No,37.483752399183516,-122.203987552184290
CT4020-HD,"SRWC / RWC L2 1","Stanford University",0024:B100:0002:8E2C,173441009984,"2850 Bay Rd",,L2,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",239531,"RWC L2",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 06:37:13",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483714087930060,-122.203994257706820
CT4010-HD-GW,"SRWC / RWC L1 6","Stanford University",0024:B100:0002:B04A,180241000629,"425 Broadway",,L1,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,,1,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",446341,"RWC L1",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 05:34:14",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483845539972870,-122.203916695839670
CT4020-HD,"SRWC / RWC L1 5","Stanford University",0024:B100:0002:919B,173641010742,"425 Broadway",,L1,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",254801,"RWC L1",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 06:43:16",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483876910621476,-122.203884287137210
CT4020-HD,"SRWC / RWC L1 4","Stanford University",0024:B100:0002:AE14,175241017163,"2850 Bay Rd",,L1,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",422291,"RWC L1",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 06:49:14",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483716216333540,-122.204006327647390
CT4020-HD,"SRWC / RWC L1 3","Stanford University",0024:B100:0002:AD71,175141017015,"2850 Bay Rd",,,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",419271,"RWC L1",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 06:39:15",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483693069942410,-122.204020073968600
CT4020-HD,"SRWC / RWC L1 2","Stanford University",0024:B100:0002:9202,173641010746,"2850 Bay Rd",,,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",254681,"RWC L1",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 06:47:14",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483680565567184,-122.204031138080780
CT4020-HD,"SRWC / RWC L1 1","Stanford University",0024:B100:0002:594F,164041005488,"2850 Bay Rd",,L1,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",254641,"RWC L1",4.6.0.46,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 06:45:15",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483655556810480,-122.204042537469090
CT4020-HD,"SRWC / RWC B1 4","Stanford University",0024:B100:0002:8DDC,173441009933,"425 Broadway",,B1,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",239661,"RWC B1",4.6.0.39,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 05:54:18",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483804545024675,-122.203931225794970
CT4020-HD-GW,"SRWC / RWC B1 3","Stanford University",0024:B100:0003:9836,164741006937,"425 Broadway",,B1,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",246781,"RWC B1",4.6.0.39,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 05:22:14",2020-03-15,,J1772,NONE,,,,,,,,,"The Board of Trustees of The Leland Stanford Junior University",0014000000kfOC5,,,Validated,No,37.483759848591596,-122.203939272422020
CT4020-HD,"SRWC / RWC B1 2","Stanford University",0024:B100:0002:9193,173641010737,"2850 Bay Rd",,B1,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",254711,"RWC B1",4.6.0.39,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 05:52:14",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483723665745260,-122.203982187766260
CT4020-HD,"SRWC / RWC B1 1","Stanford University",0024:B100:0002:8E4A,173441009991,"2850 Bay Rd",,,"Redwood City",California,94063,"San Mateo County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",239511,"RWC B1",4.6.0.39,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2019-03-15 05:56:13",2020-03-15,,J1772,NONE,,,,,,,,,,,,,Validated,No,37.483654126331150,-122.204037124402250
CPE200T-S-CHD-CMB,"SRWC / CHARGER 5","Stanford University",000D:6F00:04F8:B0AC,37569,"585 Broadway",,,"Redwood City",California,94063,,"United States",Activated,Unreachable,"Watch List","Watch List",,1,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",158679,"Broadway GW2",3.7.9.19-6777192/v1.5.80000000000,Education,"University / College",Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2020-11-11 06:56:36",2021-11-11,,"CHAdeMO, Combo",NONE,,,,,,,,,,,,,"Not Validated",No,37.484657354811430,-122.206846774868780
CT4010-HD,"SRWC / CHARGER 4","Stanford University",0024:B100:0002:5752,163841004932,"900-998 Douglas Ave",,,"Redwood City",California,94063,"San Mateo County","United States",Activated,Unreachable,"Needs Service","Needs Service",,1,"Stanford University Mirrored",Disabled,"Plugged In Required",Yes,Public,"Stanford University Mirrored","Stanford University Mirrored",168373,"Broadway GW1",4.6.0.33,Workplace,General,Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2017-03-23 17:38:00",2018-03-23,,J1772,NONE,,,,,,,,,"Stanford University",0014000000kfOC5,,,"Not Validated",No,37.484643178204800,-122.207423031772980
CT4010-HD,"SRWC / CHARGER 3","Stanford University",0024:B100:0002:575E,163841004941,"585 Broadway",,,"Redwood City",California,94063,"San Mateo County","United States",Activated,Unreachable,"Needs Service","Needs Service",,1,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",168401,"Broadway GW1",4.6.0.33,Education,"University / College",Disabled,"U.S. Dollars (USD)",30A,,"Standard Warranty","2017-03-23 17:37:23",2018-03-23,,J1772,NONE,,,,,,,,,"Stanford University",0014000000kfOC5,,,"Not Validated",No,37.484938300000000,-122.206707300000000
CT4010-HD-GW,"SRWC / CHARGER 2","Stanford University",0024:B100:0002:5144,162741003523,"585 Broadway",,,"Redwood City",California,94063,"San Mateo County","United States",Activated,Unreachable,"Needs Service","Needs Service",,1,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",162597,"Broadway GW1",4.6.0.35,Workplace,General,Disabled,"U.S. Dollars (USD)",40A,,"Standard Warranty","2017-03-23 16:35:37",2018-03-23,,J1772,NONE,,,,,,,,,"Stanford University",0014000000kfOC5,,,"Not Validated",No,37.484940428368610,-122.206771673016360
CT4010-HD,"SRWC / CHARGER 1","Stanford University",0024:B100:0002:4AEB,153441003891,"585 Broadway",,,"Redwood City",California,94063,"San Mateo County","United States",Activated,Unreachable,"Needs Service","Needs Service",,1,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",2100951,"Broadway GW1",4.6.0.33,Education,"University / College",Disabled,"U.S. Dollars (USD)",,,"Standard Warranty","2020-02-11 13:52:31",2021-02-11,,J1772,NONE,,,,,,,,,,,,,"Not Validated",No,37.484929786524970,-122.206578553967290
CT4020-HD,"ROBLE / ROBLE LL2-9","Stanford University",0024:B100:0002:295F,152541002783,"373 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",125893,"Roble LL2 Group 2",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-31 15:24:07",2023-12-31,"Parts & Labor",J1772,NONE,,152541002783,,,,,,,,,,,Validated,No,37.426269408993290,-122.175484273541260
CT4020-HD,"ROBLE / ROBLE LL2-8","Stanford University",0024:B100:0002:2A8E,152741003076,"373 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,"In Use",Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",126669,"Roble LL2 Group 2",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-31 14:43:12",2023-12-31,"Parts & Labor",J1772,NONE,,152741003076,,,,,,,,,,,Validated,No,37.426286449302594,-122.175548646557620
CT4020-HD,"ROBLE / ROBLE LL2-7","Stanford University",0024:B100:0002:2A74,152741003072,"373 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",126653,"LL2 Group 1",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-31 15:24:08",2023-12-31,"Parts & Labor",J1772,NONE,,152741003072,,,,,,,,,,,Validated,No,37.426320529909610,-122.175666663754270
CT4020-HD,"ROBLE / ROBLE LL2-6","Stanford University",0024:B100:0002:2A6B,152741003068,"373 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",126645,"LL2 Group 1",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-31 15:20:58",2023-12-31,"Parts & Labor",J1772,NONE,,152741003068,,,,,,,,,,,Validated,No,37.426320529909610,-122.175741765606690
CT4020-HD,"ROBLE / ROBLE LL2-5","Stanford University",0024:B100:0002:2A70,152741003081,"373 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",126683,"LL2 Group 1",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-02-01 03:56:40",2023-12-31,"Parts & Labor",J1772,NONE,,152741003081,,,,,,,,,,,Validated,No,37.426363130646510,-122.175816867459100
CT4020-HD,"ROBLE / ROBLE LL2-4","Stanford University",0024:B100:0002:2A80,152741003082,"287 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",126679,"LL2 Group 1",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-31 15:27:12",2023-12-31,"Parts & Labor",J1772,NONE,,152741003082,,,,,,,,,,,Validated,No,37.426388691077040,-122.175902698147580
CT4020-HD,"ROBLE / ROBLE LL2-3","Stanford University",0024:B100:0002:2955,152541002779,"287 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",125887,"Roble LL2 Group 2",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-27 17:27:15",2023-12-31,"Parts & Labor",J1772,NONE,,152541002779,,,,,,,,,,,Validated,No,37.426431291775180,-122.175977800000000
CT4020-HD,"ROBLE / ROBLE LL2-2","Stanford University",0024:B100:0002:297C,152541002807,"287 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",125961,"Roble LL2 Group 2",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-27 18:33:32",2023-12-31,"Parts & Labor",J1772,NONE,,152541002807,,,,,,,,,,,Validated,No,37.426439811911900,-122.176052901852420
